type,value,sha256,malware_family,file_name,file_type,first_seen,source
MD5,8fcac254d513c0db7477c25cd12934e7,b5a68536fe3921788dd64d9e792eeac5cdd4b25e50cec28d9598efaf7452e1a9,JOMANGY,k.php,sh,2026-09-17 04:55:35,MalwareBazaar
SHA-1,aebcbde4fe342e9051e4bdee51c348ecdb20f2a9,b5a68536fe3921788dd64d9e792eeac5cdd4b25e50cec28d9598efaf7452e1a9,JOMANGY,k.php,sh,2026-09-17 04:55:35,MalwareBazaar
SHA-256,b5a68536fe3921788dd64d9e792eeac5cdd4b25e50cec28d9598efaf7452e1a9,b5a68536fe3921788dd64d9e792eeac5cdd4b25e50cec28d9598efaf7452e1a9,JOMANGY,k.php,sh,2026-09-17 04:55:35,MalwareBazaar
SHA3-384,7f5e964f6aad93a567ab089d550d1e206ebfeb481cb9665d4b6ab9b89f301310bdda1183b034df6fd559fb9b7a918485,b5a68536fe3921788dd64d9e792eeac5cdd4b25e50cec28d9598efaf7452e1a9,JOMANGY,k.php,sh,2026-09-17 04:55:35,MalwareBazaar
TLSH,T1C7136D6566953C24AE9988371D7E1F0CBDAA83E2310491DDBFCB3CF18C59A9CD21871D,b5a68536fe3921788dd64d9e792eeac5cdd4b25e50cec28d9598efaf7452e1a9,JOMANGY,k.php,sh,2026-09-17 04:55:35,MalwareBazaar
SSDEEP,768:jXRWNGxVc9GKYpr9GKYp82fkR4nnA9GKYpr9GKYp82fkR4nnx:dlxbco,b5a68536fe3921788dd64d9e792eeac5cdd4b25e50cec28d9598efaf7452e1a9,JOMANGY,k.php,sh,2026-09-17 04:55:35,MalwareBazaar
MD5,f09d5b52eceb5ba9d46bffdf49ca9071,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779,unknown,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779.sh,sh,2026-09-17 04:52:33,MalwareBazaar
SHA-1,72b887508effbb922a71280e43cccac556351290,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779,unknown,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779.sh,sh,2026-09-17 04:52:33,MalwareBazaar
SHA-256,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779,unknown,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779.sh,sh,2026-09-17 04:52:33,MalwareBazaar
SHA3-384,c3d4376f2abd15536dfe9cf03781d13e1da5b9be928c9cd41e57c16417a20180a388af752c87f8eb62b0591320173609,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779,unknown,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779.sh,sh,2026-09-17 04:52:33,MalwareBazaar
TLSH,T18762567720F08B3397D425C8A2775A614EB2965B446224B9F4FE57399F1DB03B0EBB20,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779,unknown,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779.sh,sh,2026-09-17 04:52:33,MalwareBazaar
SSDEEP,192:cCua6S4hvZ5mN9i/KNpivzt8ZVOyu/+zfvsMQ+j:gS4hvZ5mN9i/KNpivA,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779,unknown,6563b04cdd56bed19a23dfcea06759a463906d46a148ac837f4e6aa759d37779.sh,sh,2026-09-17 04:52:33,MalwareBazaar
MD5,76eb0e6bb8dd327a30a432f932118302,6ed67e01f2dfeb56f26811658a81982e3106baaee2031abeac604c2b309152c0,unknown,file,exe,2026-09-17 04:47:15,MalwareBazaar
SHA-1,739e97f7d006aa19ccbe8e5032003dfb8a5f1109,6ed67e01f2dfeb56f26811658a81982e3106baaee2031abeac604c2b309152c0,unknown,file,exe,2026-09-17 04:47:15,MalwareBazaar
SHA-256,6ed67e01f2dfeb56f26811658a81982e3106baaee2031abeac604c2b309152c0,6ed67e01f2dfeb56f26811658a81982e3106baaee2031abeac604c2b309152c0,unknown,file,exe,2026-09-17 04:47:15,MalwareBazaar
SHA3-384,710731c9fb0a615bf73b7c4dbcd8b150403352f2ac677047a6ed28af213194357c79efd253ad9e452b156fad8b64e488,6ed67e01f2dfeb56f26811658a81982e3106baaee2031abeac604c2b309152c0,unknown,file,exe,2026-09-17 04:47:15,MalwareBazaar
IMPHASH,c64a9aaa58707c34f0569020880351cb,6ed67e01f2dfeb56f26811658a81982e3106baaee2031abeac604c2b309152c0,unknown,file,exe,2026-09-17 04:47:15,MalwareBazaar
