type,value,sha256,malware_family,file_name,file_type,first_seen,source
MD5,33f940fc07c36a2309cc994192f706a2,f1a895267514b8b63673820a534724b1b9ad41b314be2aa1c458512f0d75a8d3,unknown,menu.exe,exe,2026-06-25 04:33:06,MalwareBazaar
SHA-1,488337c138f299e899a72237558b935abb9bc26c,f1a895267514b8b63673820a534724b1b9ad41b314be2aa1c458512f0d75a8d3,unknown,menu.exe,exe,2026-06-25 04:33:06,MalwareBazaar
SHA-256,f1a895267514b8b63673820a534724b1b9ad41b314be2aa1c458512f0d75a8d3,f1a895267514b8b63673820a534724b1b9ad41b314be2aa1c458512f0d75a8d3,unknown,menu.exe,exe,2026-06-25 04:33:06,MalwareBazaar
SHA3-384,1cff4467974ba520a6dc28212f37876c4cc91159326786a7aefd85e2ab5d813b0ba742b6ab8a531f7d31f8a3256a9ec6,f1a895267514b8b63673820a534724b1b9ad41b314be2aa1c458512f0d75a8d3,unknown,menu.exe,exe,2026-06-25 04:33:06,MalwareBazaar
IMPHASH,d42595b695fc008ef2c56aabd8efd68e,f1a895267514b8b63673820a534724b1b9ad41b314be2aa1c458512f0d75a8d3,unknown,menu.exe,exe,2026-06-25 04:33:06,MalwareBazaar
TLSH,T1E7D58D0BACD009FAD49AE732497A11927B75BD991B31A3C71ED0B2382EB73D08D36745,f1a895267514b8b63673820a534724b1b9ad41b314be2aa1c458512f0d75a8d3,unknown,menu.exe,exe,2026-06-25 04:33:06,MalwareBazaar
SSDEEP,49152:ySU0to2U/Rw/Eqw8PUDwyADBD1qVK4hoIcY4pA:yS0xvefyAlMVK4OIcYIA,f1a895267514b8b63673820a534724b1b9ad41b314be2aa1c458512f0d75a8d3,unknown,menu.exe,exe,2026-06-25 04:33:06,MalwareBazaar
MD5,744c291f1af31190766580c630d0c032,7f01a05055ec07b287de38a6e92f2a04dc512fe1b6972c16e2412ff27c53ce6a,RemoteManipulator,744c291f1af31190766580c630d0c032.exe,exe,2026-06-25 04:25:06,MalwareBazaar
SHA-1,23f1bb7c643902b3b00b41d43a04ed3fe3b84cf5,7f01a05055ec07b287de38a6e92f2a04dc512fe1b6972c16e2412ff27c53ce6a,RemoteManipulator,744c291f1af31190766580c630d0c032.exe,exe,2026-06-25 04:25:06,MalwareBazaar
SHA-256,7f01a05055ec07b287de38a6e92f2a04dc512fe1b6972c16e2412ff27c53ce6a,7f01a05055ec07b287de38a6e92f2a04dc512fe1b6972c16e2412ff27c53ce6a,RemoteManipulator,744c291f1af31190766580c630d0c032.exe,exe,2026-06-25 04:25:06,MalwareBazaar
SHA3-384,36b83e49a3367428bf3225776075751e7b418628c4197ffbe7327fd0edd969c9758c48c0939412cde9354d91bc4116b0,7f01a05055ec07b287de38a6e92f2a04dc512fe1b6972c16e2412ff27c53ce6a,RemoteManipulator,744c291f1af31190766580c630d0c032.exe,exe,2026-06-25 04:25:06,MalwareBazaar
IMPHASH,6ce4d8f9b917fabee4acaf8bf0692ddf,7f01a05055ec07b287de38a6e92f2a04dc512fe1b6972c16e2412ff27c53ce6a,RemoteManipulator,744c291f1af31190766580c630d0c032.exe,exe,2026-06-25 04:25:06,MalwareBazaar
TLSH,T1E3171227B384693DC4AF1B37497787145A3FBEA169038F4F53F5680C8E396812E3A646,7f01a05055ec07b287de38a6e92f2a04dc512fe1b6972c16e2412ff27c53ce6a,RemoteManipulator,744c291f1af31190766580c630d0c032.exe,exe,2026-06-25 04:25:06,MalwareBazaar
SSDEEP,393216:2SFCrFhSz35h3tDYUswv53Z8WJ09AEjgKV+ACUub1GRygHT:b7zf3V7v5J8wE/+/UuZ3K,7f01a05055ec07b287de38a6e92f2a04dc512fe1b6972c16e2412ff27c53ce6a,RemoteManipulator,744c291f1af31190766580c630d0c032.exe,exe,2026-06-25 04:25:06,MalwareBazaar
ICON-DHASH,c4dacabacac0c244,7f01a05055ec07b287de38a6e92f2a04dc512fe1b6972c16e2412ff27c53ce6a,RemoteManipulator,744c291f1af31190766580c630d0c032.exe,exe,2026-06-25 04:25:06,MalwareBazaar
MD5,0cf51f129a326966775ecf5d2ac11fdd,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443,unknown,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443.dll,dll,2026-06-25 04:13:41,MalwareBazaar
SHA-1,926260a6d371ed2afde82ea9ff01ad36515aab45,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443,unknown,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443.dll,dll,2026-06-25 04:13:41,MalwareBazaar
SHA-256,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443,unknown,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443.dll,dll,2026-06-25 04:13:41,MalwareBazaar
SHA3-384,c6c41b1247b02a4c6c7609d9272ecf962823de3573686a1bad727b8516486e4c09e20961c81dd22351683e9e522ebeec,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443,unknown,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443.dll,dll,2026-06-25 04:13:41,MalwareBazaar
IMPHASH,2e5708ae5fed0403e8117c645fb23e5b,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443,unknown,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443.dll,dll,2026-06-25 04:13:41,MalwareBazaar
TLSH,T1CA3682E73544CC68FCF8C938DA5D06D8BD71AA09E1D6412B0660851D2D2F1F7AAFEB21,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443,unknown,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443.dll,dll,2026-06-25 04:13:41,MalwareBazaar
SSDEEP,6144:yE9l9yNqIYVTH5DgSg8ajldktM0XXrs2QhE:ywbLgPluxQhE,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443,unknown,f8f951f3a2fa091e6e77ad02f39a28ce1bc2b317ddff3546e3103f6172101443.dll,dll,2026-06-25 04:13:41,MalwareBazaar
MD5,d40f14f19c72f1d54250c94bed057906,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11,unknown,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11.dll,dll,2026-06-25 04:07:02,MalwareBazaar
SHA-1,e824f2c27a3be826f723b98f60161c753456d7db,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11,unknown,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11.dll,dll,2026-06-25 04:07:02,MalwareBazaar
SHA-256,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11,unknown,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11.dll,dll,2026-06-25 04:07:02,MalwareBazaar
SHA3-384,483d1a80a3e70865bc4effdf4a7f88f70f410fe2de7c693ba8c034fb7f5640a4799ab3a1ab0836a937cbcec5d3127546,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11,unknown,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11.dll,dll,2026-06-25 04:07:02,MalwareBazaar
IMPHASH,2e5708ae5fed0403e8117c645fb23e5b,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11,unknown,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11.dll,dll,2026-06-25 04:07:02,MalwareBazaar
TLSH,T1DE36E115A1E86B64E7F36EB2217B871007797E45889B925E1760A04F0C33F5CDEE2F29,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11,unknown,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11.dll,dll,2026-06-25 04:07:02,MalwareBazaar
SSDEEP,49152:RnaQqMSPbcBVQej/1INRx+TSqTdv1HkQo6SAA:1lqPoBhz1aRxcSUbk36SA,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11,unknown,0b2d6d916b7c65a1ad734ae0798f48edc2c466165c82e60c8f30e82cf2d0cd11.dll,dll,2026-06-25 04:07:02,MalwareBazaar
MD5,3969cc1ce4476e0e6595101866079277,43172e45afb4cef97225b8ed783bd66bd7b06839c6fa95c957d248d67ca1725d,unknown,deploy_softwaretech.sh,sh,2026-06-25 03:55:14,MalwareBazaar
SHA-1,854aca99f735289be8c349b266f88ba819a3b74f,43172e45afb4cef97225b8ed783bd66bd7b06839c6fa95c957d248d67ca1725d,unknown,deploy_softwaretech.sh,sh,2026-06-25 03:55:14,MalwareBazaar
SHA-256,43172e45afb4cef97225b8ed783bd66bd7b06839c6fa95c957d248d67ca1725d,43172e45afb4cef97225b8ed783bd66bd7b06839c6fa95c957d248d67ca1725d,unknown,deploy_softwaretech.sh,sh,2026-06-25 03:55:14,MalwareBazaar
SHA3-384,d7c863bb8c749d8674497cb126eef4b3e0a1f7f1babed9d81dc3c33423983f0949ad7c035d8a98e3c0872a957c51cef9,43172e45afb4cef97225b8ed783bd66bd7b06839c6fa95c957d248d67ca1725d,unknown,deploy_softwaretech.sh,sh,2026-06-25 03:55:14,MalwareBazaar
TLSH,T12A529672BA65D57638ACC22C998E9110392B3AEB36183458B4ED76043FFC31D51F277A,43172e45afb4cef97225b8ed783bd66bd7b06839c6fa95c957d248d67ca1725d,unknown,deploy_softwaretech.sh,sh,2026-06-25 03:55:14,MalwareBazaar
SSDEEP,192:2875rR274COKyAVF1mBt6e4egQq1GZ0HRit4Nmn5PH03/BNGBggGQd:T5zT4LyMiXn5PUQ,43172e45afb4cef97225b8ed783bd66bd7b06839c6fa95c957d248d67ca1725d,unknown,deploy_softwaretech.sh,sh,2026-06-25 03:55:14,MalwareBazaar
MD5,72304734486b1010ccdd69dd0369daf1,34b1ab13d92e0551fb4bd85319cdec417ef110628d6af437b734c81358257254,unknown,k.php,sh,2026-06-25 03:38:28,MalwareBazaar
SHA-1,2eac89a4cade7be7e088425410351949fcc1f9bd,34b1ab13d92e0551fb4bd85319cdec417ef110628d6af437b734c81358257254,unknown,k.php,sh,2026-06-25 03:38:28,MalwareBazaar
SHA-256,34b1ab13d92e0551fb4bd85319cdec417ef110628d6af437b734c81358257254,34b1ab13d92e0551fb4bd85319cdec417ef110628d6af437b734c81358257254,unknown,k.php,sh,2026-06-25 03:38:28,MalwareBazaar
SHA3-384,2c89ef7ece879486c56897c58005f3499f333de6fa860222576c15e6e66348a663385c0dfc37fabc233af3fd536acfd7,34b1ab13d92e0551fb4bd85319cdec417ef110628d6af437b734c81358257254,unknown,k.php,sh,2026-06-25 03:38:28,MalwareBazaar
TLSH,T1BA136D6526953C25AE99883B5C7E2F0CBDA983E1304491DDBFCA3CF18C15A9CE319B19,34b1ab13d92e0551fb4bd85319cdec417ef110628d6af437b734c81358257254,unknown,k.php,sh,2026-06-25 03:38:28,MalwareBazaar
SSDEEP,768:Hr9NyXsZztCL9GKYpr9GKYp82fkR4nnA9GKYpr9GKYp82fkR4nnx:LHusZFco,34b1ab13d92e0551fb4bd85319cdec417ef110628d6af437b734c81358257254,unknown,k.php,sh,2026-06-25 03:38:28,MalwareBazaar
MD5,353d831ea59f2a9a29fc339bbd432e72,a8484c9b65270cb49da643faf17994959a035be72203eb9b4f9e90feb37f75e7,unknown,k.php,sh,2026-06-25 03:00:16,MalwareBazaar
SHA-1,04c8fa06daa7279db6f09f7a17123c83540ade3e,a8484c9b65270cb49da643faf17994959a035be72203eb9b4f9e90feb37f75e7,unknown,k.php,sh,2026-06-25 03:00:16,MalwareBazaar
SHA-256,a8484c9b65270cb49da643faf17994959a035be72203eb9b4f9e90feb37f75e7,a8484c9b65270cb49da643faf17994959a035be72203eb9b4f9e90feb37f75e7,unknown,k.php,sh,2026-06-25 03:00:16,MalwareBazaar
SHA3-384,d5b4793e70c82334efbe20cf81ec46a9fcafc8beca68f5ba2e3c1ee2ef2795cdac5d67b339816a648fe50ac3a5dddd68,a8484c9b65270cb49da643faf17994959a035be72203eb9b4f9e90feb37f75e7,unknown,k.php,sh,2026-06-25 03:00:16,MalwareBazaar
TLSH,T14C137D6566913C28AE9998371D7E1F0CBDAA83E2310491DDBFCB3CF18C19A9CD21871D,a8484c9b65270cb49da643faf17994959a035be72203eb9b4f9e90feb37f75e7,unknown,k.php,sh,2026-06-25 03:00:16,MalwareBazaar
SSDEEP,768:4XRWNGxV89GKYpr9GKYp82fkR4nnA9GKYpr9GKYp82fkR4nnx:slxbco,a8484c9b65270cb49da643faf17994959a035be72203eb9b4f9e90feb37f75e7,unknown,k.php,sh,2026-06-25 03:00:16,MalwareBazaar
MD5,d2894a452a69cd574591dd927e38f105,1bee14b1afc29e401d0f8f6e559cab82d2b40c6fde24e38bcaf70631795fac21,unknown,文档.exe,exe,2026-06-25 02:21:57,MalwareBazaar
SHA-1,ea19b2afb22abede82c1e2fb8c00eee4a2230c06,1bee14b1afc29e401d0f8f6e559cab82d2b40c6fde24e38bcaf70631795fac21,unknown,文档.exe,exe,2026-06-25 02:21:57,MalwareBazaar
SHA-256,1bee14b1afc29e401d0f8f6e559cab82d2b40c6fde24e38bcaf70631795fac21,1bee14b1afc29e401d0f8f6e559cab82d2b40c6fde24e38bcaf70631795fac21,unknown,文档.exe,exe,2026-06-25 02:21:57,MalwareBazaar
SHA3-384,3902e5beafeae6b97fa22e8dfd9daebefcdf2740b66b5e710d294e8eab23ea1e644d4804161dff4e6f102a45061d7777,1bee14b1afc29e401d0f8f6e559cab82d2b40c6fde24e38bcaf70631795fac21,unknown,文档.exe,exe,2026-06-25 02:21:57,MalwareBazaar
IMPHASH,5bf3e23a459983ccf98096c50cb7d303,1bee14b1afc29e401d0f8f6e559cab82d2b40c6fde24e38bcaf70631795fac21,unknown,文档.exe,exe,2026-06-25 02:21:57,MalwareBazaar
TLSH,T175E52C2ED6A9C2F8C7BAC0348A1F4133F5B1781A971897C75028C6726EFB6C56E39714,1bee14b1afc29e401d0f8f6e559cab82d2b40c6fde24e38bcaf70631795fac21,unknown,文档.exe,exe,2026-06-25 02:21:57,MalwareBazaar
SSDEEP,98304:3f5wcbhKfSxJvZb+Gey3FaeW0Z24tRuY4cLDw:3f5wcbhKfSxJvZb+GJ3FaeW0Z24tRuYU,1bee14b1afc29e401d0f8f6e559cab82d2b40c6fde24e38bcaf70631795fac21,unknown,文档.exe,exe,2026-06-25 02:21:57,MalwareBazaar
MD5,f0f3aa80f9a768400028faa9d1c54e9f,396c4ffc3d7428e57ecf71eb3dca8a7f07deee530ed28aad065d9dc83b130662,Mirai,mips,elf,2026-06-25 01:59:36,MalwareBazaar
SHA-1,8aa8341d1d8bb62f03b081941b27042fcb3de9ed,396c4ffc3d7428e57ecf71eb3dca8a7f07deee530ed28aad065d9dc83b130662,Mirai,mips,elf,2026-06-25 01:59:36,MalwareBazaar
SHA-256,396c4ffc3d7428e57ecf71eb3dca8a7f07deee530ed28aad065d9dc83b130662,396c4ffc3d7428e57ecf71eb3dca8a7f07deee530ed28aad065d9dc83b130662,Mirai,mips,elf,2026-06-25 01:59:36,MalwareBazaar
SHA3-384,62a841a3ab1f8b06f2eb6fb24ec3ae9d58221bee5e2867ddfa1e1235ffd2a0d8911917f723e6fad51ce4be91dcb8df1c,396c4ffc3d7428e57ecf71eb3dca8a7f07deee530ed28aad065d9dc83b130662,Mirai,mips,elf,2026-06-25 01:59:36,MalwareBazaar
TLSH,T165A3C64E2E628F6EF76D82354BB35F35C654339B2AD0C641D1BCE9055E2020EA85FB78,396c4ffc3d7428e57ecf71eb3dca8a7f07deee530ed28aad065d9dc83b130662,Mirai,mips,elf,2026-06-25 01:59:36,MalwareBazaar
TELFHASH,t11f119e18853813f4d7891ced6bedff76d0a140df0a219e33ce40fab69a60a429e00c2c,396c4ffc3d7428e57ecf71eb3dca8a7f07deee530ed28aad065d9dc83b130662,Mirai,mips,elf,2026-06-25 01:59:36,MalwareBazaar
